reads,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,mean()Acc_X,mean()Acc_Y,mean()Acc_Z,class,label
1784,"-0,00001","0,00002",0,"0,00001","-0,00001","-0,00001",0,"-0,00001",0.42888071,0.0048396821,-0.10869775,0,1
1785,"-0,00001","0,00002",0,"0,00001","-0,00001","-0,00001",0,"-0,00001",0.26920113,0.0076988948,-0.11556435,0,1
1786,"-0,00001","0,00002",0,"0,00001","-0,00001","-0,00001",0,"-0,00001",0.16569055,-0.0064721312,-0.052006085,0,1
1788,"-0,00001","0,00002",0,"0,00001","-0,00001","-0,00001",0,"-0,00001",0.27406787,-0.0058808765,-0.085375495,0,1
1789,"-0,00001","0,00002",0,"0,00001","-0,00001","-0,00001",0,"-0,00001",0.27828741,-0.041062112,-0.12674096,0,1
1790,"-0,00001","0,00002",0,"0,00001","-0,00001","-0,00001",0,"-0,00001",0.27612876,-0.026070294,-0.10471869,0,1
1791,"-0,00001","0,00002",0,"0,00001","-0,00001","-0,00001",0,"-0,00001",0.27969354,-0.0027169221,-0.10791109,0,1
1792,"-0,00001","0,00002",0,"0,00001","-0,00001","-0,00001",0,"-0,00001",0.28163835,-0.0090713723,-0.11941182,0,1
1793,"-0,00001","0,00002",0,"0,00001","-0,00001","-0,00001",0,"-0,00001",0.27590224,-0.012850284,-0.10090045,0,1
1794,"-0,00002","-0,00001","-0,00002","-0,00003","-0,00002","-0,00002","0,00001",0,0.27694205,-0.01151486,-0.10280279,0,1
1795,"-0,00002","-0,00001","-0,00002","-0,00003","-0,00002","-0,00002","0,00001",0,0.27563989,-0.019522094,-0.10544472,0,1
1796,"-0,00002","-0,00001","-0,00002","-0,00003","-0,00002","-0,00002","0,00001",0,0.27603758,-0.032415007,-0.11743617,0,1
1797,"-0,00002","-0,00001","-0,00002","-0,00003","-0,00002","-0,00002","0,00001",0,0.27806998,-0.037974303,-0.12747263,0,1
1798,"-0,00002","-0,00001","-0,00002","-0,00003","-0,00002","-0,00002","0,00001",0,0.275122,-0.026515933,-0.11901397,0,1
1799,"-0,00002","-0,00001","-0,00002","-0,00003","-0,00002","-0,00002","0,00001",0,0.27630024,-0.01559221,-0.11416426,0,1
1800,"-0,00002","-0,00001","-0,00002","-0,00003","-0,00002","-0,00002","0,00001",0,0.28142058,-0.0098636056,-0.10912285,0,1
1801,"-0,00001","-0,00002","-0,00002","-0,00002","0,00001","0,00001","-0,00001","-0,00002",0.27890107,-0.017881801,-0.093843675,0,1
1802,"-0,00001","-0,00002","-0,00002","-0,00002","0,00001","0,00001","-0,00001","-0,00002",0.34453067,0.049935409,-0.1430977,0,1
1803,"-0,00001","-0,00002","-0,00002","-0,00002","0,00001","0,00001","-0,00001","-0,00002",0.26736078,-0.026065872,-0.11500635,0,1
1804,"-0,00001","-0,00002","-0,00002","-0,00002","0,00001","0,00001","-0,00001","-0,00002",0.27897416,-0.019073389,-0.1302942,0,1
1805,"-0,00001","-0,00002","-0,00002","-0,00002","0,00001","0,00001","-0,00001","-0,00002",0.28145031,-0.011035257,-0.11367762,0,1
1806,"-0,00001","-0,00002","-0,00002","-0,00002","0,00001","0,00001","-0,00001","-0,00002",0.2740304,-0.021858361,-0.09910306,0,1
1807,"-0,00001","-0,00002","-0,00002","-0,00002","0,00001","0,00001","-0,00001","-0,00002",0.27772583,-0.019030226,-0.10241405,0,1
1808,"-0,00001","-0,00002","-0,00002","-0,00002","0,00001","0,00001","-0,00001","-0,00002",0.28111538,-0.0098786552,-0.10625338,0,1
1809,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.27645357,-0.018010845,-0.11228905,0,1
1810,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.27567563,-0.020057585,-0.1069419,0,1
1811,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.2768256,-0.015709181,-0.10187434,0,1
1812,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.28290591,-0.0077706766,-0.10840101,0,1
1813,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.28126355,-0.013879939,-0.11701502,0,1
1814,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.27442164,-0.024482573,-0.11325656,0,1
1815,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.27843708,-0.015224217,-0.11007865,0,1
1816,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.27811293,-0.010469654,-0.098010521,0,1
1817,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.27761312,-0.017970806,-0.11157565,0,1
1818,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.19698843,0.14286605,-0.16486795,0,1
1819,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.24420841,0.014933512,-0.089518919,0,1
1820,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.28195272,-0.026478702,-0.10927149,0,1
1821,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.27808571,-0.014304408,-0.11249739,0,1
1822,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.27871881,-0.016347466,-0.10563141,0,1
1823,"-0,00001","-0,00003","-0,00002","-0,00001","-0,00002","-0,00002",0,"-0,00004",0.27933263,-0.017999211,-0.10861878,0,1
1824,"-0,00001","0,00001","0,00001","-0,00002","-0,00001",0,"-0,00001","-0,00001",0.28095401,-0.018437971,-0.11076416,0,1
1825,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.28026862,-0.018878295,-0.10782997,0,1
1826,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27833697,-0.020052305,-0.1114646,0,1
1827,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.2779664,-0.01609872,-0.11108721,0,1
1828,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.20923873,0.084149892,-0.021305422,0,1
1829,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.29462806,-0.027245114,-0.10820549,0,1
1830,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27871775,-0.0045450488,-0.10955778,0,1
1831,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27339366,-0.0058781379,-0.11805182,0,1
1832,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27538167,-0.01171832,-0.10776947,0,1
1833,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27819956,-0.01239238,-0.10768015,0,1
1834,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27721069,-0.015173898,-0.11221943,0,1
1835,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27549297,-0.014777913,-0.10515393,0,1
1836,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27721919,-0.01320839,-0.10305949,0,1
1838,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27637033,-0.014930576,-0.10813847,0,1
1839,"-0,00002","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001","-0,00003",0,0.27790937,-0.016053978,-0.11065788,0,1
1840,0,"-0,00002","-0,00002","-0,00001","-0,00001","-0,00002","-0,00003",0,0.27927099,-0.014534096,-0.11084121,0,1
1841,0,"-0,00002","-0,00002","-0,00001","-0,00001","-0,00002","-0,00003",0,0.27652079,-0.0099752332,-0.10945312,0,1
1842,0,"-0,00002","-0,00002","-0,00001","-0,00001","-0,00002","-0,00003",0,0.27500243,-0.010829931,-0.10415964,0,1
1843,0,"-0,00002","-0,00002","-0,00001","-0,00001","-0,00002","-0,00003",0,0.2751743,-0.017219766,-0.099727414,0,1
1844,0,"-0,00002","-0,00002","-0,00001","-0,00001","-0,00002","-0,00003",0,0.47880311,-0.022650344,-0.082833609,0,1
1845,0,"-0,00002","-0,00002","-0,00001","-0,00001","-0,00002","-0,00003",0,0.23704061,-0.018253445,-0.092032542,0,1
1846,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27653228,-0.017303056,-0.11259735,0,1
1847,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27309334,-0.016306879,-0.10656349,0,1
1848,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27312421,-0.017458871,-0.10845636,0,1
1849,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27956222,-0.018423969,-0.10727023,0,1
1850,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27513503,-0.017166135,-0.10680643,0,1
1851,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27208785,-0.016644148,-0.1097305,0,1
1852,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27746478,-0.017293729,-0.10792833,0,1
1853,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27774895,-0.016500829,-0.10696389,0,1
1854,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27624947,-0.016816651,-0.108248,0,1
1855,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.27502295,-0.016348379,-0.11167957,0,1
1856,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.2779806,-0.016639031,-0.10894654,0,1
1857,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.38819461,-0.026498983,-0.12520402,0,1
1858,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.2743189,-0.013299564,-0.12267933,0,1
1859,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.26545935,-0.015873545,-0.10411057,0,1
1860,"0,00001",0,"0,00001","0,00002",0,"0,00001",0,0,0.2822208,-0.016710755,-0.10645931,0,1
1861,"0,00001","-0,00002",0,"-0,00002","-0,00001","-0,00002","-0,00001","-0,00001",0.27857563,-0.019061822,-0.10558958,0,1
1862,"0,00001","-0,00002",0,"-0,00002","-0,00001","-0,00002","-0,00001","-0,00001",0.27154851,-0.016906273,-0.11077032,0,1
1863,"0,00001","-0,00002",0,"-0,00002","-0,00001","-0,00002","-0,00001","-0,00001",0.27500213,-0.017413307,-0.1075319,0,1
1864,"0,00001","-0,00002",0,"-0,00002","-0,00001","-0,00002","-0,00001","-0,00001",0.2783249,-0.017188714,-0.10757624,0,1
1865,"0,00001","-0,00002",0,"-0,00002","-0,00001","-0,00002","-0,00001","-0,00001",0.27728484,-0.015074352,-0.11210584,0,1
1866,"0,00001","-0,00002",0,"-0,00002","-0,00001","-0,00002","-0,00001","-0,00001",0.26339038,-0.012954164,-0.13149682,0,1
1867,"0,00001","-0,00002",0,"-0,00002","-0,00001","-0,00002","-0,00001","-0,00001",0.26792103,-0.012901151,-0.13099221,0,1
1868,"0,00001","-0,00002",0,"-0,00002","-0,00001","-0,00002","-0,00001","-0,00001",0.28960037,-0.018752047,-0.10301694,0,1
1869,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.28256702,-0.019075035,-0.10077609,0,1
1870,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.27410339,-0.018854799,-0.1056521,0,1
1871,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.27470623,-0.016328975,-0.11611221,0,1
1872,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.28061952,-0.017043025,-0.097785029,0,1
1873,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.30981822,0.018973135,-0.22977071,0,1
1874,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.31530213,0.0096245256,-0.12649852,0,1
1875,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.23654217,-0.028980422,-0.081958119,0,1
1876,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.25894465,-0.033092873,-0.086625523,0,1
1877,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.31489917,-0.009440584,-0.11530557,0,1
1878,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.28526353,-0.01559484,-0.15026421,0,1
1879,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.27117885,-0.024414814,-0.076558298,0,1
1880,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.26983818,-0.0068118176,-0.046871327,0,1
1881,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.26828041,-0.010635992,-0.13366128,0,1
1882,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.30149389,-0.016356243,-0.16291932,0,1
1883,0,"0,00002","-0,00003","-0,00002","-0,00001",0,"-0,00001",0,0.30125824,-0.026468388,-0.09567862,0,1
1884,"-0,00002","-0,00001","-0,00004",0,0,"-0,00002",0,"-0,00001",0.26126791,-0.019673053,-0.081065756,0,1
1885,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.24454307,0.0055263724,-0.12408811,0,1
1886,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.15294903,-0.072209998,-0.062104093,0,1
1888,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.24097672,-0.010768648,-0.045037944,0,1
1889,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.32870164,0.0042758209,-0.14815554,0,1
1890,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.32358227,-0.0095039169,-0.15435148,0,1
1891,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.27405281,-0.032028967,-0.068393354,0,1
1892,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.21887727,-0.030059532,-0.062951866,0,1
1893,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.25774084,-0.0019189422,-0.11734196,0,1
1894,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.3368281,-0.0082662593,-0.14428377,0,1
1895,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.26969343,-0.028377013,-0.10925566,0,1
1896,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.27904261,-0.022346328,-0.080195992,0,1
1897,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.28871707,-0.022059937,-0.092008592,0,1
1898,"0,00001","0,00001","0,00003","0,00003","-0,00001","-0,00002","-0,00001","-0,00002",0.20695313,-0.019088642,-0.13685729,0,1
1899,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.29920749,-0.062326925,-0.18545998,0,1
1900,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.34847354,-0.0096485871,-0.14158419,0,1
1901,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.34431699,0.0030405131,-0.12030033,0,1
1902,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.34657832,-0.0001686568,-0.22156704,0,1
1903,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.19231393,-0.040654087,-0.088584112,0,1
1904,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.30236888,0.0041652646,-0.045742949,0,1
1905,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.34479568,0.022601759,-0.14141207,0,1
1906,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.29357733,-0.019038639,-0.086073791,0,1
1907,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.19716007,-0.019162209,-0.026838684,0,1
1908,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.41263438,0.039116966,-0.082125432,0,1
1909,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.29993307,-0.039028175,-0.17708119,0,1
1910,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.23857264,-0.012483377,-0.13161382,0,1
1911,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.31730155,-0.037797116,-0.10178644,0,1
1912,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.24327513,-0.025471445,-0.14244959,0,1
1913,"-0,00001","-0,00003","-0,00003","-0,00002","-0,00002","-0,00002","-0,00002","-0,00001",0.30951019,-0.0005252846,-0.12119459,0,1
1914,"-0,00001","-0,00001",0,0,0,"-0,00001","-0,00002","0,00001",0.35311396,0.013044226,-0.094245458,0,1
1915,"-0,00001","-0,00001",0,0,0,"-0,00001","-0,00002","0,00001",0.47189804,-0.0081498091,-0.12199754,0,1
1916,"-0,00001","-0,00001",0,0,0,"-0,00001","-0,00002","0,00001",0.2165925,-0.041673814,-0.13014707,0,1
1917,"-0,00001","-0,00001",0,0,0,"-0,00001","-0,00002","0,00001",0.19080388,-0.052898342,-0.14679105,0,1
1918,"-0,00001","-0,00001",0,0,0,"-0,00001","-0,00002","0,00001",0.2795653,-0.015836022,-0.086282176,0,1
1919,"-0,00001","-0,00001",0,0,0,"-0,00001","-0,00002","0,00001",0.32759217,0.027262416,-0.012779191,0,1
1920,"-0,00001","-0,00001",0,0,0,"-0,00001","-0,00002","0,00001",0.26160157,-0.0096823471,-0.090156756,0,1
1921,"-0,00002","-0,00002","-0,00001","0,00001","-0,00001","-0,00002",0,0,0.057515757,-0.18177382,-0.14532284,0,1
1922,"-0,00002","-0,00002","-0,00001","0,00001","-0,00001","-0,00002",0,0,0.13143218,-0.039662861,-0.070934517,0,1
1923,"-0,00002","-0,00002","-0,00001","0,00001","-0,00001","-0,00002",0,0,0.30718754,0.016916939,-0.054122652,0,1
1924,"-0,00002","-0,00002","-0,00001","0,00001","-0,00001","-0,00002",0,0,0.35078106,0.0097202931,-0.064799583,0,1
1925,"-0,00002","-0,00002","-0,00001","0,00001","-0,00001","-0,00002",0,0,0.34030433,-0.03843722,-0.099744903,0,1
1926,"-0,00002","-0,00002","-0,00001","0,00001","-0,00001","-0,00002",0,0,0.25500567,-0.063988588,-0.12343137,0,1
1927,"-0,00002","-0,00002","-0,00001","0,00001","-0,00001","-0,00002",0,0,0.17119582,-0.021137662,-0.13423047,0,1
1928,"-0,00002","-0,00002","-0,00001","0,00001","-0,00001","-0,00002",0,0,0.21912894,0.0096091391,-0.10686277,0,1
1929,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.18721882,-0.058602246,-0.098772384,0,1
1930,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.27812448,-0.011479969,-0.090823298,0,1
1931,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.3218166,-0.022187663,-0.12447099,0,1
1932,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.33684254,-0.073423189,-0.14904305,0,1
1933,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.30242875,-0.068381405,-0.13865195,0,1
1934,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.25917503,-0.020752164,-0.094300295,0,1
1935,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.25051187,0.00065461459,-0.10111883,0,1
1936,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.24299312,0.017340346,-0.13407354,0,1
1938,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.26318289,-0.077039412,-0.22165737,0,1
1939,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.31513174,-0.066101424,-0.096456311,0,1
1940,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.24051687,-0.07307847,-0.046031613,0,1
1941,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.19290966,0.01235716,-0.12922075,0,1
1942,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.17507914,0.018752528,-0.17662829,0,1
1943,0,0,"0,00002",0,"-0,00001",0,0,"-0,00001",0.3353217,0.0080488762,-0.13862451,0,1
1944,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00001",0,"-0,00002",0.40090292,-0.028268927,-0.13623307,0,1
1945,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00001",0,"-0,00002",0.3589574,-0.025846208,-0.10462048,0,1
1946,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00001",0,"-0,00002",0.27858727,-0.033730259,-0.12076517,0,1
1947,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00001",0,"-0,00002",0.27946201,-0.02580207,-0.12651279,0,1
1948,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00001",0,"-0,00002",0.27609876,-0.014132088,-0.10695503,0,1
1949,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00001",0,"-0,00002",0.27622401,-0.014864226,-0.10590434,0,1
1950,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00001",0,"-0,00002",0.27816633,-0.017123824,-0.11013534,0,1
1951,"-0,00002","-0,00002",0,"-0,00001","-0,00001","-0,00001",0,"-0,00002",0.27968988,-0.012684251,-0.10306924,0,1
1952,"-0,00001","-0,00003","-0,00002","-0,00003","-0,00002","-0,00001","-0,00004","-0,00001",0.27982712,-0.0068663352,-0.10017731,0,1
1953,"-0,00001","-0,00003","-0,00002","-0,00003","-0,00002","-0,00001","-0,00004","-0,00001",0.27672372,-0.0252458,-0.10343553,0,1
1954,"-0,00001","-0,00003","-0,00002","-0,00003","-0,00002","-0,00001","-0,00004","-0,00001",0.2701476,-0.032293235,-0.094055916,0,1
1955,"-0,00001","-0,00003","-0,00002","-0,00003","-0,00002","-0,00001","-0,00004","-0,00001",0.27466131,-0.021235011,-0.11464522,0,1
1956,"-0,00001","-0,00003","-0,00002","-0,00003","-0,00002","-0,00001","-0,00004","-0,00001",0.28052025,-0.026507684,-0.13872107,0,1
1957,"-0,00001","-0,00003","-0,00002","-0,00003","-0,00002","-0,00001","-0,00004","-0,00001",0.27466707,-0.018665776,-0.099998952,0,1
1958,"-0,00001","-0,00003","-0,00002","-0,00003","-0,00002","-0,00001","-0,00004","-0,00001",0.28027188,-0.0097526255,-0.10100358,0,1
1959,"-0,00001","-0,00003","-0,00002","-0,00003","-0,00002","-0,00001","-0,00004","-0,00001",0.27983718,-0.010076464,-0.10401966,0,1
1960,"-0,00001","-0,00003","-0,00003","-0,00001","-0,00002",0,"-0,00001","-0,00002",0.28458557,0.0095601981,-0.12746582,0,1
1961,"-0,00001","-0,00003","-0,00003","-0,00001","-0,00002",0,"-0,00001","-0,00002",0.27856919,-0.019879998,-0.11315545,0,1
1962,"-0,00001","-0,00003","-0,00003","-0,00001","-0,00002",0,"-0,00001","-0,00002",0.26931702,-0.036996104,-0.084908355,0,1
1963,"-0,00001","-0,00003","-0,00003","-0,00001","-0,00002",0,"-0,00001","-0,00002",0.28057475,-0.0048337983,-0.12165779,0,1
1964,"-0,00001","-0,00003","-0,00003","-0,00001","-0,00002",0,"-0,00001","-0,00002",0.27965853,-0.015023502,-0.11669328,0,1
1965,"-0,00001","-0,00003","-0,00003","-0,00001","-0,00002",0,"-0,00001","-0,00002",0.27410158,-0.027390152,-0.10671327,0,1
1966,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27559097,-0.018287119,-0.10256655,0,1
1967,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.2779731,-0.027119155,-0.12830872,0,1
1968,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27846527,-0.0079479166,-0.11234786,0,1
1969,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.28287244,-0.0051953674,-0.10608603,0,1
1970,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.28195184,-0.012192033,-0.11234669,0,1
1971,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27959526,-0.010940888,-0.096645067,0,1
1972,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27768107,-0.023865235,-0.10819995,0,1
1973,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27702046,-0.015994672,-0.10774234,0,1
1974,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27730208,-0.010748557,-0.10049486,0,1
1975,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27860368,-0.02308838,-0.1259152,0,1
1976,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27892952,-0.019627474,-0.11090852,0,1
1977,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27243879,-0.020287849,-0.085935241,0,1
1978,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27701277,-0.016070162,-0.10674439,0,1
1979,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.28180377,-0.0061384838,-0.11145702,0,1
1980,0,"-0,00002",0,"0,00001",0,0,"-0,00001","-0,00002",0.27619962,-0.020466461,-0.11569381,0,1
1981,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.27641648,-0.025252575,-0.12592854,0,1
1982,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.27954799,-0.014418232,-0.10218333,0,1
1983,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.27835122,-0.017424811,-0.099736836,0,1
1984,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.27567195,-0.018462003,-0.11646346,0,1
1985,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.27753099,-0.015711447,-0.11309967,0,1
1986,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.27016127,0.031369005,-0.16436733,0,1
1988,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.28893536,-0.013564182,-0.15178802,0,1
1989,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.28676845,-0.018599248,-0.12046818,0,1
1990,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.27572708,-0.015256975,-0.11119416,0,1
1991,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.27808801,-0.014451017,-0.1136872,0,1
1992,"-0,00001","-0,00005","0,00001","0,00001","-0,00003","-0,00002",0,"-0,00002",0.28128644,-0.015873002,-0.11374254,0,1
